experiment_id,model,model_short,sparsity,cal_nsamples,cal_tokens,pca_type,status,perplexity,compress_time_s,eval_time_s,total_time_s,model_load_time_s,num_layers,hidden_size,sliced_dim,original_params,sliced_params,shortcut_params,shortcut_memory_mb,attn_shortcuts,mlp_shortcuts,gpu_peak_mb,timestamp_start,timestamp_end,error
opt-1.3b_s30_n256_global,facebook/opt-1.3b,opt-1.3b,0.3,256,524288,global,success,21.494680404663086,181.89728808403015,19.00324296951294,214.51869869232178,2.8079335689544678,24,2048,1432,1418564704,1030952824,2932736,5.59375,0,1,17416.16015625,2025-12-12T17:20:42.387641,2025-12-12T17:24:17.198204,
opt-2.7b_s10_n16_per-layer,facebook/opt-2.7b,opt-2.7b,0.1,16,32768,per-layer,success,13.095749855041504,96.84870624542236,30.762912273406982,147.20514130592346,2.932138204574585,32,2560,2304,2780010592,2857891680,340328448,649.125,32,32,17500.81298828125,2025-12-12T17:24:19.255211,2025-12-12T17:26:46.811009,
opt-2.7b_s10_n16_global,facebook/opt-2.7b,opt-2.7b,0.1,16,32768,global,success,13.074981689453125,54.39863109588623,29.575554370880127,103.78380131721497,2.732078790664673,32,2560,2304,2780010592,2523461472,5898240,11.25,0,1,17680.1689453125,2025-12-12T17:26:48.963560,2025-12-12T17:28:33.088732,
opt-2.7b_s10_n32_per-layer,facebook/opt-2.7b,opt-2.7b,0.1,32,65536,per-layer,success,12.884785652160645,129.70746517181396,30.752788543701172,179.6438126564026,2.882550001144409,32,2560,2304,2780010592,2857891680,340328448,649.125,32,32,17680.1689453125,2025-12-12T17:28:35.144952,2025-12-12T17:31:35.143432,
opt-2.7b_s10_n32_global,facebook/opt-2.7b,opt-2.7b,0.1,32,65536,global,success,12.92778491973877,73.15806365013123,29.571739196777344,123.07283782958984,2.7963790893554688,32,2560,2304,2780010592,2523461472,5898240,11.25,0,1,17680.1689453125,2025-12-12T17:31:37.266981,2025-12-12T17:33:40.676901,
opt-2.7b_s10_n64_per-layer,facebook/opt-2.7b,opt-2.7b,0.1,64,131072,per-layer,success,12.862276077270508,217.81305360794067,30.73113441467285,267.78215193748474,2.6427481174468994,32,2560,2304,2780010592,2857891680,340328448,649.125,32,32,17680.1689453125,2025-12-12T17:33:42.779151,2025-12-12T17:38:10.913547,
opt-2.7b_s10_n64_global,facebook/opt-2.7b,opt-2.7b,0.1,64,131072,global,success,12.892829895019531,108.7851927280426,29.571096658706665,158.46118831634521,3.6507062911987305,32,2560,2304,2780010592,2523461472,5898240,11.25,0,1,17680.1689453125,2025-12-12T17:38:13.046861,2025-12-12T17:40:51.844747,
opt-2.7b_s10_n128_per-layer,facebook/opt-2.7b,opt-2.7b,0.1,128,262144,per-layer,success,12.819289207458496,375.76145005226135,30.728570461273193,425.51542830467224,2.813368558883667,32,2560,2304,2780010592,2857891680,340328448,649.125,32,32,17680.1689453125,2025-12-12T17:40:53.900283,2025-12-12T17:47:59.765087,
opt-2.7b_s10_n128_global,facebook/opt-2.7b,opt-2.7b,0.1,128,262144,global,success,12.841170310974121,178.56909012794495,29.56655740737915,228.8005018234253,3.862445116043091,32,2560,2304,2780010592,2523461472,5898240,11.25,0,1,17680.1689453125,2025-12-12T17:48:01.852625,2025-12-12T17:51:50.995478,
opt-2.7b_s10_n256_per-layer,facebook/opt-2.7b,opt-2.7b,0.1,256,524288,per-layer,success,12.766386032104492,715.4408183097839,30.714802742004395,767.1356801986694,3.1571452617645264,32,2560,2304,2780010592,2857891680,340328448,649.125,32,32,17680.1689453125,2025-12-12T17:51:53.223236,2025-12-12T18:04:40.717648,
opt-2.7b_s10_n256_global,facebook/opt-2.7b,opt-2.7b,0.1,256,524288,global,success,12.777095794677734,334.11026310920715,29.55284547805786,385.357293844223,3.507922649383545,32,2560,2304,2780010592,2523461472,5898240,11.25,0,1,17680.1689453125,2025-12-12T18:04:42.851418,2025-12-12T18:11:08.547390,
opt-2.7b_s20_n16_per-layer,facebook/opt-2.7b,opt-2.7b,0.2,16,32768,per-layer,success,14.735052108764648,90.39098978042603,29.47358751296997,138.91082096099854,2.71673846244812,32,2560,2048,2780010592,2524599904,269484032,514.0,32,32,17680.1689453125,2025-12-12T18:11:10.603123,2025-12-12T18:13:29.852048,
opt-2.7b_s20_n16_global,facebook/opt-2.7b,opt-2.7b,0.2,16,32768,global,success,14.832871437072754,53.32045793533325,28.557187795639038,101.06542325019836,2.6447415351867676,32,2560,2048,2780010592,2260358752,5242880,10.0,0,1,17680.1689453125,2025-12-12T18:13:31.988356,2025-12-12T18:15:13.387710,
opt-2.7b_s20_n32_per-layer,facebook/opt-2.7b,opt-2.7b,0.2,32,65536,per-layer,success,14.161044120788574,129.13136315345764,29.471240043640137,177.54784679412842,2.8426570892333984,32,2560,2048,2780010592,2524599904,269484032,514.0,32,32,17680.1689453125,2025-12-12T18:15:15.516355,2025-12-12T18:18:13.406355,
opt-2.7b_s20_n32_global,facebook/opt-2.7b,opt-2.7b,0.2,32,65536,global,success,14.500994682312012,70.57642936706543,28.558406114578247,117.89246129989624,2.451115608215332,32,2560,2048,2780010592,2260358752,5242880,10.0,0,1,17680.1689453125,2025-12-12T18:18:15.525632,2025-12-12T18:20:13.751597,
opt-2.7b_s20_n64_per-layer,facebook/opt-2.7b,opt-2.7b,0.2,64,131072,per-layer,success,14.020303726196289,209.58642506599426,29.471811771392822,264.36394214630127,2.692034959793091,32,2560,2048,2780010592,2524599904,269484032,514.0,32,32,17680.1689453125,2025-12-12T18:20:15.807873,2025-12-12T18:24:40.509917,
opt-2.7b_s20_n64_global,facebook/opt-2.7b,opt-2.7b,0.2,64,131072,global,success,14.274189949035645,107.53201341629028,28.556110620498657,154.92789554595947,2.6184608936309814,32,2560,2048,2780010592,2260358752,5242880,10.0,0,1,17680.1689453125,2025-12-12T18:24:42.639427,2025-12-12T18:27:17.899388,
opt-2.7b_s20_n128_per-layer,facebook/opt-2.7b,opt-2.7b,0.2,128,262144,per-layer,success,13.897852897644043,372.9941301345825,29.47220730781555,425.72705912590027,2.9287109375,32,2560,2048,2780010592,2524599904,269484032,514.0,32,32,17680.1689453125,2025-12-12T18:27:20.028785,2025-12-12T18:34:26.095313,
opt-2.7b_s20_n128_global,facebook/opt-2.7b,opt-2.7b,0.2,128,262144,global,success,14.078717231750488,181.1255509853363,28.569371461868286,229.40730738639832,2.6493053436279297,32,2560,2048,2780010592,2260358752,5242880,10.0,0,1,17680.1689453125,2025-12-12T18:34:28.225848,2025-12-12T18:38:17.965826,
opt-2.7b_s20_n256_per-layer,facebook/opt-2.7b,opt-2.7b,0.2,256,524288,per-layer,success,13.788865089416504,700.2062330245972,29.470118045806885,749.1353075504303,2.706911325454712,32,2560,2048,2780010592,2524599904,269484032,514.0,32,32,17680.1689453125,2025-12-12T18:38:20.018663,2025-12-12T18:50:49.492905,
opt-2.7b_s20_n256_global,facebook/opt-2.7b,opt-2.7b,0.2,256,524288,global,success,13.95871639251709,329.6851806640625,28.5644371509552,378.8615348339081,3.2405970096588135,32,2560,2048,2780010592,2260358752,5242880,10.0,0,1,17680.1689453125,2025-12-12T18:50:51.631797,2025-12-12T18:57:10.822972,
opt-2.7b_s25_n16_per-layer,facebook/opt-2.7b,opt-2.7b,0.25,16,32768,per-layer,success,16.23348617553711,92.17046976089478,28.83596396446228,139.45515251159668,2.6188528537750244,32,2560,1920,2780010592,2361050592,237158400,452.34375,32,32,17680.1689453125,2025-12-12T18:57:12.879738,2025-12-12T18:59:32.667792,
opt-2.7b_s25_n16_global,facebook/opt-2.7b,opt-2.7b,0.25,16,32768,global,success,16.384729385375977,52.180429220199585,28.01901936531067,98.07070684432983,2.9784886837005615,32,2560,1920,2780010592,2128807392,4915200,9.375,0,1,17680.1689453125,2025-12-12T18:59:34.807462,2025-12-12T19:01:13.201368,
opt-2.7b_s25_n32_per-layer,facebook/opt-2.7b,opt-2.7b,0.25,32,65536,per-layer,success,15.296363830566406,127.88496494293213,28.843639135360718,174.87010765075684,2.748413324356079,32,2560,1920,2780010592,2361050592,237158400,452.34375,32,32,17680.1689453125,2025-12-12T19:01:15.251763,2025-12-12T19:04:10.454936,
opt-2.7b_s25_n32_global,facebook/opt-2.7b,opt-2.7b,0.25,32,65536,global,success,15.890740394592285,70.63985633850098,28.029254913330078,116.83718347549438,3.311983585357666,32,2560,1920,2780010592,2128807392,4915200,9.375,0,1,17680.1689453125,2025-12-12T19:04:12.550530,2025-12-12T19:06:09.716662,
opt-2.7b_s25_n64_per-layer,facebook/opt-2.7b,opt-2.7b,0.25,64,131072,per-layer,success,15.043396949768066,208.66252279281616,28.84226894378662,257.4305930137634,3.158437967300415,32,2560,1920,2780010592,2361050592,237158400,452.34375,32,32,17680.1689453125,2025-12-12T19:06:11.769644,2025-12-12T19:10:29.543236,
opt-2.7b_s25_n64_global,facebook/opt-2.7b,opt-2.7b,0.25,64,131072,global,success,15.611615180969238,107.80470895767212,28.014228582382202,154.98563599586487,2.770827293395996,32,2560,1920,2780010592,2128807392,4915200,9.375,0,1,17680.1689453125,2025-12-12T19:10:31.662199,2025-12-12T19:13:06.972651,
opt-2.7b_s25_n128_per-layer,facebook/opt-2.7b,opt-2.7b,0.25,128,262144,per-layer,success,14.839139938354492,366.81654715538025,28.842382192611694,414.0293800830841,2.587399482727051,32,2560,1920,2780010592,2361050592,237158400,452.34375,32,32,17680.1689453125,2025-12-12T19:13:09.032512,2025-12-12T19:20:03.510541,
opt-2.7b_s25_n128_global,facebook/opt-2.7b,opt-2.7b,0.25,128,262144,global,success,15.273853302001953,181.34540152549744,28.024429082870483,229.93859457969666,3.2431421279907227,32,2560,1920,2780010592,2128807392,4915200,9.375,0,1,17680.1689453125,2025-12-12T19:20:05.562075,2025-12-12T19:23:55.823599,
opt-2.7b_s25_n256_per-layer,facebook/opt-2.7b,opt-2.7b,0.25,256,524288,per-layer,success,14.70311450958252,693.2008988857269,28.837653160095215,741.9283359050751,2.5868895053863525,32,2560,1920,2780010592,2361050592,237158400,452.34375,32,32,17680.1689453125,2025-12-12T19:23:57.958786,2025-12-12T19:36:20.223972,
opt-2.7b_s25_n256_global,facebook/opt-2.7b,opt-2.7b,0.25,256,524288,global,success,15.184072494506836,328.9479298591614,28.024184226989746,378.27057337760925,3.060863494873047,32,2560,1920,2780010592,2128807392,4915200,9.375,0,1,17680.1689453125,2025-12-12T19:36:22.349360,2025-12-12T19:42:40.950064,
opt-2.7b_s30_n16_per-layer,facebook/opt-2.7b,opt-2.7b,0.3,16,32768,per-layer,success,18.81755828857422,89.72806406021118,28.2097589969635,137.17372941970825,2.5448243618011475,32,2560,1792,2780010592,2199565664,206897152,394.625,32,32,17680.1689453125,2025-12-12T19:42:43.073594,2025-12-12T19:45:00.587264,
opt-2.7b_s30_n16_global,facebook/opt-2.7b,opt-2.7b,0.3,16,32768,global,success,19.032516479492188,52.171085596084595,27.491502285003662,98.74252820014954,2.6633193492889404,32,2560,1792,2780010592,1997256032,4587520,8.75,0,1,17680.1689453125,2025-12-12T19:45:02.640112,2025-12-12T19:46:41.711097,
opt-2.7b_s30_n32_per-layer,facebook/opt-2.7b,opt-2.7b,0.3,32,65536,per-layer,success,17.08415985107422,126.21133661270142,28.19842839241028,174.23519921302795,3.132732391357422,32,2560,1792,2780010592,2199565664,206897152,394.625,32,32,17680.1689453125,2025-12-12T19:46:43.842896,2025-12-12T19:49:38.403614,
opt-2.7b_s30_n32_global,facebook/opt-2.7b,opt-2.7b,0.3,32,65536,global,success,18.240650177001953,70.56600522994995,27.50670623779297,117.98926115036011,2.562244176864624,32,2560,1792,2780010592,1997256032,4587520,8.75,0,1,17680.1689453125,2025-12-12T19:49:40.453512,2025-12-12T19:51:38.770156,
opt-2.7b_s30_n64_per-layer,facebook/opt-2.7b,opt-2.7b,0.3,64,131072,per-layer,success,16.66858673095703,206.39758467674255,28.200255393981934,253.3112132549286,2.327415943145752,32,2560,1792,2780010592,2199565664,206897152,394.625,32,32,17680.1689453125,2025-12-12T19:51:40.901919,2025-12-12T19:55:54.540261,
opt-2.7b_s30_n64_global,facebook/opt-2.7b,opt-2.7b,0.3,64,131072,global,success,17.815439224243164,107.59891939163208,27.491087675094604,157.66837406158447,2.6624717712402344,32,2560,1792,2780010592,1997256032,4587520,8.75,0,1,17680.1689453125,2025-12-12T19:55:56.672775,2025-12-12T19:58:34.672559,
opt-2.7b_s30_n128_per-layer,facebook/opt-2.7b,opt-2.7b,0.3,128,262144,per-layer,success,16.303979873657227,367.59115529060364,28.20431900024414,415.00167298316956,2.444493055343628,32,2560,1792,2780010592,2199565664,206897152,394.625,32,32,17680.1689453125,2025-12-12T19:58:36.729171,2025-12-12T20:05:32.065205,
opt-2.7b_s30_n128_global,facebook/opt-2.7b,opt-2.7b,0.3,128,262144,global,success,17.37018394470215,180.6628725528717,27.499184608459473,228.28806018829346,3.0972352027893066,32,2560,1792,2780010592,1997256032,4587520,8.75,0,1,17680.1689453125,2025-12-12T20:05:34.192247,2025-12-12T20:09:22.804572,
opt-2.7b_s30_n256_per-layer,facebook/opt-2.7b,opt-2.7b,0.3,256,524288,per-layer,success,16.07011604309082,690.317999124527,28.20891547203064,740.3177721500397,2.661452293395996,32,2560,1792,2780010592,2199565664,206897152,394.625,32,32,17680.1689453125,2025-12-12T20:09:24.934995,2025-12-12T20:21:45.580786,
opt-2.7b_s30_n256_global,facebook/opt-2.7b,opt-2.7b,0.3,256,524288,global,success,17.144573211669922,330.3927524089813,27.48939299583435,377.4794042110443,2.626037120819092,32,2560,1792,2780010592,1997256032,4587520,8.75,0,1,17680.1689453125,2025-12-12T20:21:47.684550,2025-12-12T20:28:05.490645,
opt-6.7b_s10_n16_per-layer,facebook/opt-6.7b,opt-6.7b,0.1,16,32768,per-layer,success,11.280566215515137,205.77713131904602,47.07568407058716,295.0524663925171,3.822086811065674,32,4096,3680,6863905888,7062862528,868244480,1656.044921875,32,32,18815.22900390625,2025-12-13T10:36:08.876918,2025-12-13T10:41:04.316987,
opt-6.7b_s10_n16_global,facebook/opt-6.7b,opt-6.7b,0.1,16,32768,global,success,11.270979881286621,128.08996653556824,46.2582471370697,214.54574728012085,4.887703895568848,32,4096,3680,6863905888,6209691328,15073280,28.75,0,1,22579.73583984375,2025-12-12T20:32:28.336653,2025-12-12T20:36:03.328631,
opt-6.7b_s10_n32_per-layer,facebook/opt-6.7b,opt-6.7b,0.1,32,65536,per-layer,success,11.107575416564941,296.14820861816406,47.03491473197937,381.33822202682495,3.259584665298462,32,4096,3680,6863905888,7062862528,868244480,1656.044921875,32,32,18815.22900390625,2025-12-13T10:41:09.451940,2025-12-13T10:47:31.281057,
opt-6.7b_s10_n32_global,facebook/opt-6.7b,opt-6.7b,0.1,32,65536,global,success,11.20142936706543,168.5024175643921,45.09369969367981,253.6899275779724,3.189432382583618,32,4096,3680,6863905888,6209691328,15073280,28.75,0,1,22579.73583984375,2025-12-12T20:41:51.051143,2025-12-12T20:46:05.192033,
opt-6.7b_s10_n64_per-layer,facebook/opt-6.7b,opt-6.7b,0.1,64,131072,per-layer,success,11.057472229003906,472.75220489501953,47.07278370857239,556.9986956119537,3.1059839725494385,32,4096,3680,6863905888,7062862528,868244480,1656.044921875,32,32,18815.22900390625,2025-12-13T10:47:36.391905,2025-12-13T10:56:53.777371,
opt-6.7b_s10_n64_global,facebook/opt-6.7b,opt-6.7b,0.1,64,131072,global,success,11.168168067932129,250.0434319972992,44.20548987388611,331.7630774974823,3.436321973800659,32,4096,3680,6863905888,6209691328,15073280,28.75,0,1,22579.73583984375,2025-12-12T20:54:46.595431,2025-12-12T21:00:18.812936,
opt-6.7b_s10_n128_per-layer,facebook/opt-6.7b,opt-6.7b,0.1,128,262144,per-layer,success,11.004019737243652,819.5125703811646,47.168352127075195,904.7652373313904,3.7131190299987793,32,4096,3680,6863905888,7062862528,868244480,1656.044921875,32,32,18815.22900390625,2025-12-13T10:56:58.888000,2025-12-13T11:12:04.041722,
opt-6.7b_s10_n128_global,facebook/opt-6.7b,opt-6.7b,0.1,128,262144,global,success,11.132671356201172,418.0491409301758,69.32480812072754,525.536562204361,3.0740833282470703,32,4096,3680,6863905888,6209691328,15073280,28.75,0,1,22579.73583984375,2025-12-12T21:15:08.319083,2025-12-12T21:23:54.386569,
opt-6.7b_s10_n256_per-layer,facebook/opt-6.7b,opt-6.7b,0.1,256,524288,per-layer,success,10.95638370513916,1519.066815853119,47.165122747421265,1604.3028273582458,3.2989983558654785,32,4096,3680,6863905888,7062862528,868244480,1656.044921875,32,32,18815.22900390625,2025-12-13T11:12:09.143324,2025-12-13T11:38:53.839163,
opt-6.7b_s10_n256_global,facebook/opt-6.7b,opt-6.7b,0.1,256,524288,global,success,11.04301929473877,746.4360585212708,69.33448505401611,856.4261956214905,3.7190113067626953,32,4096,3680,6863905888,6209691328,15073280,28.75,0,1,22579.73583984375,2025-12-12T21:50:39.466581,2025-12-12T22:04:56.337731,
opt-6.7b_s20_n16_per-layer,facebook/opt-6.7b,opt-6.7b,0.2,16,32768,per-layer,success,12.376656532287598,220.79136443138123,67.28502154350281,328.46186208724976,3.4804816246032715,32,4096,3272,6863905888,6226080232,687879104,1312.0252685546875,32,32,22579.73583984375,2025-12-12T22:04:58.406505,2025-12-12T22:10:27.316670,
opt-6.7b_s20_n16_global,facebook/opt-6.7b,opt-6.7b,0.2,16,32768,global,success,12.314143180847168,129.21386098861694,44.1532506942749,217.14715886116028,4.9696946144104,32,4096,3272,6863905888,5551603240,13402112,25.5625,0,1,22579.73583984375,2025-12-12T22:10:29.382802,2025-12-12T22:14:06.975523,
opt-6.7b_s20_n32_per-layer,facebook/opt-6.7b,opt-6.7b,0.2,32,65536,per-layer,success,11.884697914123535,303.37642526626587,48.052560567855835,392.51901721954346,4.049959421157837,32,4096,3272,6863905888,6226080232,687879104,1312.0252685546875,32,32,22579.73583984375,2025-12-12T22:14:09.032875,2025-12-12T22:20:41.998052,
opt-6.7b_s20_n32_global,facebook/opt-6.7b,opt-6.7b,0.2,32,65536,global,success,12.104289054870605,169.5027039051056,44.14966869354248,254.75013780593872,4.846186637878418,32,4096,3272,6863905888,5551603240,13402112,25.5625,0,1,22579.73583984375,2025-12-12T22:20:44.120382,2025-12-12T22:24:59.316145,
opt-6.7b_s20_n64_per-layer,facebook/opt-6.7b,opt-6.7b,0.2,64,131072,per-layer,success,11.729336738586426,476.8855412006378,48.04999661445618,572.0895597934723,5.849084138870239,32,4096,3272,6863905888,6226080232,687879104,1312.0252685546875,32,32,22579.73583984375,2025-12-12T22:25:01.372811,2025-12-12T22:34:33.907879,
opt-6.7b_s20_n64_global,facebook/opt-6.7b,opt-6.7b,0.2,64,131072,global,success,11.963383674621582,251.0540690422058,44.17111587524414,340.748055934906,8.913164138793945,32,4096,3272,6863905888,5551603240,13402112,25.5625,0,1,22579.73583984375,2025-12-12T22:34:36.057419,2025-12-12T22:40:17.250680,
opt-6.7b_s20_n128_per-layer,facebook/opt-6.7b,opt-6.7b,0.2,128,262144,per-layer,success,11.623270988464355,826.6612510681152,48.04456090927124,916.8991496562958,4.627395391464233,32,4096,3272,6863905888,6226080232,687879104,1312.0252685546875,32,32,22579.73583984375,2025-12-12T22:40:19.305782,2025-12-12T22:55:36.656301,
opt-6.7b_s20_n128_global,facebook/opt-6.7b,opt-6.7b,0.2,128,262144,global,success,11.85523509979248,412.65279603004456,44.15354251861572,499.7097809314728,3.8102779388427734,32,4096,3272,6863905888,5551603240,13402112,25.5625,0,1,22579.73583984375,2025-12-12T22:55:38.717798,2025-12-12T23:03:58.900040,
opt-6.7b_s20_n256_per-layer,facebook/opt-6.7b,opt-6.7b,0.2,256,524288,per-layer,success,11.522263526916504,1536.5104584693909,48.15693211555481,1627.7447752952576,4.012998104095459,32,4096,3272,6863905888,6226080232,687879104,1312.0252685546875,32,32,22579.73583984375,2025-12-12T23:04:00.994215,2025-12-12T23:31:09.266662,
opt-6.7b_s20_n256_global,facebook/opt-6.7b,opt-6.7b,0.2,256,524288,global,success,11.743727684020996,744.3562953472137,44.09173798561096,827.8269317150116,3.594913959503174,32,4096,3272,6863905888,5551603240,13402112,25.5625,0,1,22579.73583984375,2025-12-12T23:31:11.332473,2025-12-12T23:44:59.599785,
opt-6.7b_s25_n16_per-layer,facebook/opt-6.7b,opt-6.7b,0.25,16,32768,per-layer,success,13.212608337402344,217.63491988182068,41.62419271469116,302.9752390384674,4.209065675735474,32,4096,3072,6863905888,5823553632,607125504,1158.0,32,32,22579.73583984375,2025-12-12T23:45:01.654334,2025-12-12T23:50:05.085173,
opt-6.7b_s25_n16_global,facebook/opt-6.7b,opt-6.7b,0.25,16,32768,global,success,13.16464614868164,132.44257831573486,39.56752157211304,218.4746859073639,8.621215105056763,32,4096,3072,6863905888,5229011040,12582912,24.0,0,1,22579.73583984375,2025-12-12T23:50:07.210429,2025-12-12T23:53:46.126999,
opt-6.7b_s25_n32_per-layer,facebook/opt-6.7b,opt-6.7b,0.25,32,65536,per-layer,success,12.504313468933105,307.02274918556213,41.628111362457275,387.53252625465393,3.9219741821289062,32,4096,3072,6863905888,5823553632,607125504,1158.0,32,32,22579.73583984375,2025-12-12T23:53:48.180881,2025-12-13T00:00:16.163033,
opt-6.7b_s25_n32_global,facebook/opt-6.7b,opt-6.7b,0.25,32,65536,global,success,12.790510177612305,173.51074385643005,39.58551645278931,256.0226595401764,3.4627461433410645,32,4096,3072,6863905888,5229011040,12582912,24.0,0,1,22579.73583984375,2025-12-13T00:00:18.282667,2025-12-13T00:04:34.745806,
opt-6.7b_s25_n64_per-layer,facebook/opt-6.7b,opt-6.7b,0.25,64,131072,per-layer,success,12.272978782653809,478.41316628456116,41.6216938495636,561.2820632457733,7.253493547439575,32,4096,3072,6863905888,5823553632,607125504,1158.0,32,32,22579.73583984375,2025-12-13T00:04:36.800940,2025-12-13T00:13:58.610217,
opt-6.7b_s25_n64_global,facebook/opt-6.7b,opt-6.7b,0.25,64,131072,global,success,12.577109336853027,255.3964912891388,39.56609869003296,345.77367758750916,9.896592378616333,32,4096,3072,6863905888,5229011040,12582912,24.0,0,1,22579.73583984375,2025-12-13T00:14:00.745821,2025-12-13T00:19:46.965163,
opt-6.7b_s25_n128_per-layer,facebook/opt-6.7b,opt-6.7b,0.25,128,262144,per-layer,success,12.11782169342041,828.2140407562256,41.62434220314026,910.6986465454102,3.738490104675293,32,4096,3072,6863905888,5823553632,607125504,1158.0,32,32,22579.73583984375,2025-12-13T00:19:49.019411,2025-12-13T00:35:00.166820,
opt-6.7b_s25_n128_global,facebook/opt-6.7b,opt-6.7b,0.25,128,262144,global,success,12.472095489501953,418.02290415763855,39.575559854507446,501.95558190345764,7.701642036437988,32,4096,3072,6863905888,5229011040,12582912,24.0,0,1,22579.73583984375,2025-12-13T00:35:02.273901,2025-12-13T00:43:24.675575,
opt-6.7b_s25_n256_per-layer,facebook/opt-6.7b,opt-6.7b,0.25,256,524288,per-layer,success,11.988959312438965,1518.0135889053345,41.62887096405029,1603.4997441768646,5.514881134033203,32,4096,3072,6863905888,5823553632,607125504,1158.0,32,32,22579.73583984375,2025-12-13T00:43:26.729781,2025-12-13T01:10:10.754744,
opt-6.7b_s25_n256_global,facebook/opt-6.7b,opt-6.7b,0.25,256,524288,global,success,12.342132568359375,744.206536769867,39.55671405792236,828.1084320545197,4.944324970245361,32,4096,3072,6863905888,5229011040,12582912,24.0,0,1,22579.73583984375,2025-12-13T01:10:12.885797,2025-12-13T01:24:01.440095,
opt-6.7b_s30_n16_per-layer,facebook/opt-6.7b,opt-6.7b,0.3,16,32768,per-layer,success,14.483531951904297,216.5033404827118,40.57004475593567,299.31615567207336,6.369965076446533,32,4096,2864,6863905888,5410272400,528488192,1008.01123046875,32,32,22579.73583984375,2025-12-13T01:24:03.494711,2025-12-13T01:29:03.321429,
opt-6.7b_s30_n16_global,facebook/opt-6.7b,opt-6.7b,0.3,16,32768,global,success,14.477950096130371,132.07635951042175,38.703200578689575,210.32907629013062,4.481982707977295,32,4096,2864,6863905888,4893515152,11730944,22.375,0,1,22579.73583984375,2025-12-13T01:29:05.439571,2025-12-13T01:32:36.196116,
opt-6.7b_s30_n32_per-layer,facebook/opt-6.7b,opt-6.7b,0.3,32,65536,per-layer,success,13.358823776245117,305.0265393257141,40.64760208129883,387.9626853466034,3.718601703643799,32,4096,2864,6863905888,5410272400,528488192,1008.01123046875,32,32,22579.73583984375,2025-12-13T01:32:38.250750,2025-12-13T01:39:06.726061,
opt-6.7b_s30_n32_global,facebook/opt-6.7b,opt-6.7b,0.3,32,65536,global,success,13.8391695022583,172.92623162269592,38.70904088020325,252.2102334499359,3.3609273433685303,32,4096,2864,6863905888,4893515152,11730944,22.375,0,1,22579.73583984375,2025-12-13T01:39:08.832697,2025-12-13T01:43:21.469842,
opt-6.7b_s30_n64_per-layer,facebook/opt-6.7b,opt-6.7b,0.3,64,131072,per-layer,success,13.021309852600098,471.39009404182434,40.846558809280396,551.9028174877167,4.865678071975708,32,4096,2864,6863905888,5410272400,528488192,1008.01123046875,32,32,22579.73583984375,2025-12-13T01:43:23.524230,2025-12-13T01:52:35.870141,
opt-6.7b_s30_n64_global,facebook/opt-6.7b,opt-6.7b,0.3,64,131072,global,success,13.564674377441406,251.56075143814087,38.942657470703125,337.30885100364685,3.3064472675323486,32,4096,2864,6863905888,4893515152,11730944,22.375,0,1,22579.73583984375,2025-12-13T01:52:37.985750,2025-12-13T01:58:15.727577,
opt-6.7b_s30_n128_per-layer,facebook/opt-6.7b,opt-6.7b,0.3,128,262144,per-layer,success,12.807265281677246,813.4929835796356,40.77580404281616,895.2256135940552,4.139887571334839,32,4096,2864,6863905888,5410272400,528488192,1008.01123046875,32,32,22579.73583984375,2025-12-13T01:58:17.783372,2025-12-13T02:13:13.448747,
opt-6.7b_s30_n128_global,facebook/opt-6.7b,opt-6.7b,0.3,128,262144,global,success,13.322033882141113,412.4857256412506,38.89940094947815,493.52865409851074,4.2111656665802,32,4096,2864,6863905888,4893515152,11730944,22.375,0,1,22579.73583984375,2025-12-13T02:13:15.565730,2025-12-13T02:21:29.527242,
opt-6.7b_s30_n256_per-layer,facebook/opt-6.7b,opt-6.7b,0.3,256,524288,per-layer,success,12.634411811828613,1501.3707728385925,40.74488592147827,1580.5634317398071,3.6274259090423584,32,4096,2864,6863905888,5410272400,528488192,1008.01123046875,32,32,22579.73583984375,2025-12-13T02:21:31.582985,2025-12-13T02:47:52.580765,
opt-6.7b_s30_n256_global,facebook/opt-6.7b,opt-6.7b,0.3,256,524288,global,success,13.171273231506348,737.4103181362152,38.85893440246582,817.5697629451752,3.5537171363830566,32,4096,2864,6863905888,4893515152,11730944,22.375,0,1,22579.73583984375,2025-12-13T02:47:54.683847,2025-12-13T03:01:32.684688,
